"Text","Difficulty","","","","","","","","","","","","","","","","","","","","",""
"C'est une bonne nouvelle, mais comment je vais faire dans une si grande ville alors que j'adore la nature?","A2","","","","","","","","","","","","","","","","","","","","",""
"Non il ne l'a pas encore reconnu, je crois.","A2","","","","","","","","","","","","","","","","","","","","",""
"Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.","A2","","","","","","","","","","","","","","","","","","","","",""
"Je n’arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux… ","A2","","","","","","","","","","","","","","","","","","","","",""
"Je ne veux plus le voir parce qu’on s’est disputés la dernière fois que l’on s’est vus.","A2","","","","","","","","","","","","","","","","","","","","",""
"Je ne vais pas aller avec eux, puisqu’ils sont déjà partis !","A2","","","","","","","","","","","","","","","","","","","","",""
"Il ne pourra pas rentrer en boîte de nuit puisqu’il a perdu sa carte d’identité.","A2","","","","","","","","","","","","","","","","","","","","",""
"C’est grâce à elle que j’en suis arrivé là.","A2","","","","","","","","","","","","","","","","","","","","",""
"Comme mon père va avoir 50 ans, on lui organise un anniversaire surprise.","A2","","","","","","","","","","","","","","","","","","","","",""
"À force de ne pas faire attention, vous allez finir par vous faire mal ! ","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu nettoies la maison immédiatement.","A2","","","","","","","","","","","","","","","","","","","","",""
"Alors, tu vois le film, tu écris un texte et tu décris l’histoire correctement.","A2","","","","","","","","","","","","","","","","","","","","",""
"Quand le téléphone sonne, on répond poliment.","A2","","","","","","","","","","","","","","","","","","","","",""
"Le petit chat plaît à mes parents.","A2","","","","","","","","","","","","","","","","","","","","",""
"Ma soeur aînée conduit vite et mes frères conduisent lentement","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu tousses continuellement.","A2","","","","","","","","","","","","","","","","","","","","",""
"Il doit téléphoner quand il reçoit des nouvelles de la part des sauveteurs.","A2","","","","","","","","","","","","","","","","","","","","",""
"Elle met son chapeau et elle va à l’épicerie de quartier.","A2","","","","","","","","","","","","","","","","","","","","",""
"Je prends congé aujourd’hui : je suis fatigué et j'ai besoin de repos.","A2","","","","","","","","","","","","","","","","","","","","",""
"La voiture en panne est réparée par le mécanicien.","A2","","","","","","","","","","","","","","","","","","","","",""
"Les acteurs sont dirigés par le metteur en scène","A2","","","","","","","","","","","","","","","","","","","","",""
"Ces photographies ont été prises pas Nadar.","A2","","","","","","","","","","","","","","","","","","","","",""
"Le livre est mis en vitrine par les libraires","A2","","","","","","","","","","","","","","","","","","","","",""
"Le livre est présenté aux journalistes","A2","","","","","","","","","","","","","","","","","","","","",""
"Un contrat est signé par l’éditeur et par l’auteur.","A2","","","","","","","","","","","","","","","","","","","","",""
"Le roman est jugé par des lecteurs","A2","","","","","","","","","","","","","","","","","","","","",""
"Le texte est relu par sa femme.","A2","","","","","","","","","","","","","","","","","","","","",""
"Sylvianne va être expulsée du jeu télévisé.","A2","","","","","","","","","","","","","","","","","","","","",""
"Alexandre a bu beaucoup de café et n'a pas beaucoup dormi cette semaine","A2","","","","","","","","","","","","","","","","","","","","",""
"Le prof de planche à voile est agréable.","A2","","","","","","","","","","","","","","","","","","","","",""
"Ce dinosaure vivait à côté des rivières et des forêts","A2","","","","","","","","","","","","","","","","","","","","",""
"Il regardait la télévision tout en dégustant des macaronis à la compote de pomme.","A2","","","","","","","","","","","","","","","","","","","","",""
"L'équipe jaune est vexée d'avoir perdu la première épreuve.","A2","","","","","","","","","","","","","","","","","","","","",""
"Oui, prenons-en pour le trajet!","A2","","","","","","","","","","","","","","","","","","","","",""
"Non, ne lisez pas ce texte pour l'instant !","A2","","","","","","","","","","","","","","","","","","","","",""
"Non, ne mange pas votre goûté dans la classe !","A2","","","","","","","","","","","","","","","","","","","","",""
"Non, ne sors pas jouer sans protection !","A2","","","","","","","","","","","","","","","","","","","","",""
"Réveillez-vous !","A2","","","","","","","","","","","","","","","","","","","","",""
"Courez plus vite !","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu dois te couper les ongles.","A2","","","","","","","","","","","","","","","","","","","","",""
"Chantez-moi cette chanson !","A2","","","","","","","","","","","","","","","","","","","","",""
"Achetez-moi ce cadeau !","A2","","","","","","","","","","","","","","","","","","","","",""
"J’ai eu soif et j’ai pris un café","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu as voulu me voir, tu es arrivée tôt.","A2","","","","","","","","","","","","","","","","","","","","",""
"Il a pris son parapluie et il est sorti.","A2","","","","","","","","","","","","","","","","","","","","",""
"Ils sont allés en vacances l’été dernier","A2","","","","","","","","","","","","","","","","","","","","",""
"Vous avez bien étudié et vous avez réussi facilement.","A2","","","","","","","","","","","","","","","","","","","","",""
"Nous avons commencé un nouveau cours ","A2","","","","","","","","","","","","","","","","","","","","",""
"Ils sont venus souvent nous visiter ","A2","","","","","","","","","","","","","","","","","","","","",""
"Vous avez fait de l’exercice physique","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu as toussé continuellement","A2","","","","","","","","","","","","","","","","","","","","",""
"On a dû écouter nos parents","A2","","","","","","","","","","","","","","","","","","","","",""
"Nous avons réfléchi et nous avons choisi un bonbon","A2","","","","","","","","","","","","","","","","","","","","",""
"Il a plu et j’ai attendu l’autobus.","A2","","","","","","","","","","","","","","","","","","","","",""
"Hier soir, nous avons mangé tôt.","A2","","","","","","","","","","","","","","","","","","","","",""
"Elles ont appelé leurs amis pour leur raconter leurs mesaventures.","A2","","","","","","","","","","","","","","","","","","","","",""
"J’ai ouvert la porte et le chien a couru comme une flèche à l’extérieur.","A2","","","","","","","","","","","","","","","","","","","","",""
"Elles ont fini leurs devoirs et ils sont sortis jouer dans le préau.","A2","","","","","","","","","","","","","","","","","","","","",""
"Il a cru que nous avons eu raison.","A2","","","","","","","","","","","","","","","","","","","","",""
"Le petit chat a plu à mes parents","A2","","","","","","","","","","","","","","","","","","","","",""
"Quand le téléphone a sonné, on a répondu immédiatement.","A2","","","","","","","","","","","","","","","","","","","","",""
"Alors, tu as vu le film, tu as écrit un texte et tu as décrit l’histoire.","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu n’as pas oublié ! Tu as nettoyé la maison.","A2","","","","","","","","","","","","","","","","","","","","",""
"Le héros est mort à la fin du film.","A2","","","","","","","","","","","","","","","","","","","","",""
"Ils ont fait une grande fête à chaque année.","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu as rempli le pot d’eau et tu as mis des glaçons.","A2","","","","","","","","","","","","","","","","","","","","",""
"Hier, j’ai lu un peu et j’ai dormi sur le divan en cuir.","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu as pris une douche et tu es allée au lit.","A2","","","","","","","","","","","","","","","","","","","","",""
"Nous réfléchissions et nous choisissions une sucreries.","A2","","","","","","","","","","","","","","","","","","","","",""
"Ils conversaient joyeusement avec leurs amis sur la prochaine activité","A2","","","","","","","","","","","","","","","","","","","","",""
"Ma soeur conduisait vite et mes frères conduisaient lentement.","A2","","","","","","","","","","","","","","","","","","","","",""
"J’ouvrais la porte et le chien courait à l’extérieur.","A2","","","","","","","","","","","","","","","","","","","","",""
"Il croyait que nous avions raison.","A2","","","","","","","","","","","","","","","","","","","","",""
"Alors, tu voyais le film, tu écrivais un texte et tu décrivais l’histoire.","A2","","","","","","","","","","","","","","","","","","","","",""
"Vous pleuriez beaucoup. Pourquoi ?","A2","","","","","","","","","","","","","","","","","","","","",""
"Mes frères vendaient leurs articles de sport.","A2","","","","","","","","","","","","","","","","","","","","",""
"Nous voulions visiter le musée d'histoire naturelle et nous devions patienter dans la file d'attente.","A2","","","","","","","","","","","","","","","","","","","","",""
"Vous avez été une femme très admirée à l'époque.","A2","","","","","","","","","","","","","","","","","","","","",""
"Je promettais de dire la vérité.","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu envoyais un message à tes amis chaque soir avant de te coucher.","A2","","","","","","","","","","","","","","","","","","","","",""
"Tu prenais une douche et tu allais au lit.","A2","","","","","","","","","","","","","","","","","","","","",""
